job title,company name,Date,location,skills,links
Data Scientist,Confidential -,2 months ago,"Riyadh, Saudi Arabia ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data Science · Hadoop · Information Technology (IT) · Machine Learning · Naive Bayes · Programming,/jobs/p/OjuPwsoJjnOC-Data-Scientist-Riyadh-Saudi-Arabia?o=125&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Odoo Developer,aliaict -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Agile · Information Technology (IT) · HTML · Software Development · Odoo · Programming,/jobs/p/CsHvaWU326dE-Senior-Odoo-Developer-aliaict-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb|spbl
Penetration Testing Engineer,MNZ Technology -,1 month ago,"Sheikh Zayed, Giza, Egypt ",Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Penetration Testing · infosec · Information Security · senior penetration testing · hiring · Engineering · Computer Science · Security Testing,/jobs/p/gsbUSVAU8I69-Penetration-Testing-Engineer-MNZ-Technology-Giza-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb|spbl
Network & Security Team Leader,Universities of Canada in Egypt -,1 month ago,"New Capital, Cairo, Egypt ",Full TimeManager · 6 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Networking · Software Engineering · Troubleshooting · Security · English,/jobs/p/4mWyLPS02Xes-Network-Security-Team-Leader-Universities-of-Canada-in-Egypt-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb|spbl
Solidworks Mechanical Design Engineer,Simplex -,2 months ago,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Manufacturing/Production · Engineering - Mechanical/Electrical · AutoCAD · Design · design engineer · Engineering · engineer · Mechanical · Mechanical Design,/jobs/p/H1FaWXFtpnZY-Solidworks-Mechanical-Design-Engineer-Simplex-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb|spbl
Full Stack Developer,Easy System -,2 months ago,"Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Full Stack Development · Java · Computer Science · Angular · CSS · HTML,/jobs/p/C1tWJ8pjKBsh-Full-Stack-Developer-Easy-System-Cairo-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb|spbl
Computer Science Teacher,Don Bosco -,1 month ago,"Shubra, Cairo, Egypt ",Full TimePart TimeEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Computer Science · Information Technology (IT) · computer · Skills · Software Development · Software Engineering · Teaching,/jobs/p/bCNCgoDzWrTk-Computer-Science-Teacher-Don-Bosco-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Front End Developer,Dafater -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · Information Technology (IT) · JavaScript · Software Development · Web · HTML · jQuery,/jobs/p/Ganw296LvwQS-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb|spbl
Trevipay| Senior Software Testing Engineer - El Gouna,Kalasko -,1 month ago,"Hurghada, Red Sea, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Selenium · Testim.io · Katalon Studio · CI/CD · Apache JMeter · Sitespeed.io · Java,/jobs/p/R4xwRMMNrQpe-Trevipay-Senior-Software-Testing-Engineer---El-Gouna-Kalasko-Red-Sea-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb|spbl
Odoo Project Manager,Confidential -,1 month ago,"Cairo, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · ERP · Odoo · Business Processes · Information Technology (IT) · IT · PMP · Project Management,/jobs/p/YD0cRNrkEoiK-Odoo-Project-Manager-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb|spbl
Odoo Developer & Pre-Sales Specialist,Elitbuzz -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · SW Development · Pre-Sales · ERP Implementation · ERP Software · Communication · Communication skills · Computer Science,/jobs/p/n5RwrIqBcIRZ-Odoo-Developer-Pre-Sales-Specialist-Elitbuzz-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Professional Services,FlairsTech -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 6 - 8 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Engineering · Customer Support · Communication skills · Software Implementation · Project Management Professional · BI · Mysql Database,/jobs/p/xnMXlfX8Ssnj-Senior-Professional-Services-FlairsTech-Cairo-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb|spbl
GIS Database Administrator,Perfect Presentation -,2 months ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 8+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · ArcGIS · Database · Software Engineering,/jobs/p/mUYCCjykyS95-GIS-Database-Administrator-Perfect-Presentation-Giza-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb|spbl
MEP BIM Project Engineer,Pinnacle Real Estate Investments and Development Management -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering · Mechanical Engineering · Revit · Navisworks · Project Management · MEP · Dynamo · C## Programing,/jobs/p/JjneusIUhP62-MEP-BIM-Project-Engineer-Pinnacle-Real-Estate-Investments-and-Development-Management-Cairo-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb|spbl
C++ / javascript Developer,LyRise -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · JavaScript · Software Engineering · c++ · Android · Development · Information Technology (IT),/jobs/p/v9lKjm8IK536-C-javascript-Developer-LyRise-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Full Stack Developer,Infasme -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Engineering · Software Development · Information Technology (IT) · English · Computer Science,/jobs/p/pGDmZqGrStaN-Senior-Full-Stack-Developer-Fotopia-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Business Intelligence Developer,Confidential -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · BI · business · Business Development · Business Intelligence · Communication skills · Computer Science · Development,/jobs/p/aOifNpuFajeK-Senior-Business-Intelligence-Developer-Cairo-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb|spbl
Unity Game Developer,Confidential -,2 months ago,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Unity 3D · Design · Software Development · Scripting · Game · Git · GUI · Development,/jobs/p/C2SsUEspapYD-Unity-Game-Developer-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb|spbl
Data Engineers / Senior (Multinational Company),Hala Consulting  -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · back-end · Computer Science · Data · Software Development · Software Engineering · Architecture · AWS,/jobs/p/bImU6Lr0L1ch-Data-Engineers-Senior-Multinational-Company-Hala-Consulting-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|hpb|spbl
